taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2312877	Fimbriosthenelais marianae Lana, 1991	2312877	Fimbriosthenelais marianae Lana, 1991	37	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Sigalionidae	7081	Fimbriosthenelais	2312871	Fimbriosthenelais marianae	2312877	
8231708	Loimia armata Carrerette & Nogueira, 2015	8231708	Loimia armata Carrerette & Nogueira, 2015	24	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Terebellidae	2487	Loimia	2325230	Loimia armata	8231708	
2319581	Euclymene droebachiensis (Sars, 1872)	2319581	Euclymene droebachiensis (Sars, 1872)	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Maldanidae	6284	Euclymene	2319539	Euclymene droebachiensis	2319581	
2324651	Polycirrus hamiltoni Benham, 1921	2324651	Polycirrus hamiltoni Benham, 1921	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Terebellidae	2487	Polycirrus	2324818	Polycirrus hamiltoni	2324651	
2313594	Harmothoe crosetensis (McIntosh, 1885)	2313594	Harmothoe crosetensis (McIntosh, 1885)	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Polynoidae	7078	Harmothoe	2315129	Harmothoe crosetensis	2313594	
2322762	Augeneria tentaculata Monro, 1930	2322762	Augeneria tentaculata Monro, 1930	21	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Lumbrineridae	2051	Augeneria	2322760	Augeneria tentaculata	2322762	
2326672	Salmacina dysteri (Huxley, 1855)	2326672	Salmacina dysteri (Huxley, 1855)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Serpulidae	7086	Salmacina	2326668	Salmacina dysteri	2326672	
10138832	Asychis chilensis (Hartmann-Schröder, 1965)	10138832	Asychis chilensis (Hartmann-Schröder, 1965)	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Maldanidae	6284	Asychis	2243107	Asychis chilensis	10138832	
7923291	Noanelia orensanzi Schüller & Jirkov, 2013	7923291	Noanelia orensanzi Schüller & Jirkov, 2013	8	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Ampharetidae	7093	Noanelia	2325877	Noanelia orensanzi	7923291	
2326221	Trichobranchus polychaetus Wang & Wu, 1988	2326221	Trichobranchus polychaetus Wang & Wu, 1988	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Trichobranchidae	5756	Trichobranchus	2326214	Trichobranchus polychaetus	2326221	
2323546	Diopatra ornata Moore, 1911	2323546	Diopatra ornata Moore, 1911	34	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Onuphidae	2053	Diopatra	2323696	Diopatra ornata	2323546	
6153435	Syllis gracilis magellanica Augener, 1918	6153435	Syllis gracilis magellanica Augener, 1918	1	SUBSPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Syllis	10708099	Syllis gracilis	5194622	
2313230	Vanadis minuta Treadwell, 1906	2313230	Vanadis minuta Treadwell, 1906	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Vanadis	2313205	Vanadis minuta	2313230	
4308371	Ophiogoniada lyra (Granados-Barba & Solis-Weiss, 1997)	4308371	Ophiogoniada lyra (Granados-Barba & Solis-Weiss, 1997)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Goniadidae	3581	Ophiogoniada	4308370	Ophiogoniada lyra	4308371	
2310349	Opisthodonta morena Langerhans, 1879	2310349	Opisthodonta morena Langerhans, 1879	42	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Opisthodonta	2310348	Opisthodonta morena	2310349	
11217410	Salvatoria longiarticulata (Nogueira, San Martin & Amaral, 2001)	11217410	Salvatoria longiarticulata (Nogueira, San Martin & Amaral, 2001)	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Salvatoria	2310047	Salvatoria longiarticulata	11217410	
2321390	Malacoceros indicus (Fauvel, 1928)	2321390	Malacoceros indicus (Fauvel, 1928)	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Spionidae	3595	Malacoceros	2321384	Malacoceros indicus	2321390	
5199648	Spirobranchus giganteus (Pallas, 1766)	5199648	Spirobranchus giganteus (Pallas, 1766)	13	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Serpulidae	7086	Spirobranchus	5199462	Spirobranchus giganteus	5199648	
2321515	Phyllochaetopterus socialis Claparède, 1869	2321515	Phyllochaetopterus socialis Claparède, 1869	11	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Chaetopteridae	3592	Phyllochaetopterus	2321497	Phyllochaetopterus socialis	2321515	
5195431	Glycera incerta Hansen, 1882	5195431	Glycera incerta Hansen, 1882	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Glyceridae	3580	Glycera	5195425	Glycera incerta	5195431	
2317950	Dasybranchus glabrus Moore, 1909	2317950	Dasybranchus glabrus Moore, 1909	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Capitellidae	5752	Dasybranchus	2317949	Dasybranchus glabrus	2317950	
9227726	Lacydonia jacki Rizzo, Magalhães & Santos, 2016	9227726	Lacydonia jacki Rizzo, Magalhães & Santos, 2016	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Lacydoniidae	6970	Lacydonia	2316457	Lacydonia jacki	9227726	
2322084	Protodorvillea Pettibone, 1961	2322084	Protodorvillea Pettibone, 1961	1	GENUS	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Dorvilleidae	5773	Protodorvillea	2322084			
2328801	Spirographis braziliensis Treadwell, 1932	2328801	Spirographis braziliensis Treadwell, 1932	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Sabellidae	7084	Spirographis	8312560	Spirographis braziliensis	2328801	
2320683	Prionospio heterobranchia Moore, 1907	2320683	Prionospio heterobranchia Moore, 1907	104	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Spionidae	3595	Prionospio	2321411	Prionospio heterobranchia	2320683	
5196625	Neanthes kerguelensis (McIntosh, 1885)	5196625	Neanthes kerguelensis (McIntosh, 1885)	50	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Nereididae	6972	Neanthes	2316247	Neanthes kerguelensis	5196625	
2326529	Idanthyrsus pennatus (Peters, 1854)	2326529	Idanthyrsus pennatus (Peters, 1854)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Sabellariidae	7085	Idanthyrsus	2326515	Idanthyrsus pennatus	2326529	
2318077	Notomastus tenuis Moore, 1909	2318077	Notomastus tenuis Moore, 1909	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Capitellidae	5752	Notomastus	2318072	Notomastus tenuis	2318077	
8223240	Eusyllis nonatoi Fukuda, Nogueira & San Martín, 2015	8223240	Eusyllis nonatoi Fukuda, Nogueira & San Martín, 2015	17	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Eusyllis	2310352	Eusyllis nonatoi	8223240	
8265935	Ophelina syringopyge (Ehlers, 1901)	8265935	Ophelina syringopyge (Ehlers, 1901)	90	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Opheliidae	1981	Ophelina	5197507	Ophelina syringopyge	8265935	
4288953	Petaloproctus socialis Andrews, 1891	4288953	Petaloproctus socialis Andrews, 1891	15	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Maldanidae	6284	Petaloproctus	2319431	Petaloproctus socialis	4288953	
8922206	Parexogone wolfi (San Martín, 1991)	8922206	Parexogone wolfi (San Martín, 1991)	32	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Parexogone	2310334	Parexogone wolfi	8922206	
2324046	Cirratulus cirratus (O.F.Müller, 1776)	2324046	Cirratulus cirratus (O.F.Müller, 1776)	20	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Cirratulidae	2874	Cirratulus	2324192	Cirratulus cirratus	2324046	
2314119	Antarctinoe spicoides (Hartmann-Schröder, 1986)	2314119	Antarctinoe spicoides (Hartmann-Schröder, 1986)	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Polynoidae	7078	Antarctinoe	2314116	Antarctinoe spicoides	2314119	
2309064	Hesionides gohari Hartmann-Schröder, 1960	2309064	Hesionides gohari Hartmann-Schröder, 1960	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Microphthalmidae	3267370	Hesionides	2309063	Hesionides gohari	2309064	
2310986	Prosphaerosyllis xarifae (Hartmann-Schröder, 1960)	2310986	Prosphaerosyllis xarifae (Hartmann-Schröder, 1960)	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Prosphaerosyllis	2310975	Prosphaerosyllis xarifae	2310986	
2328810	Potamilla torelli Malmgren, 1866	2328810	Potamilla torelli Malmgren, 1866	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Sabellidae	7084	Potamilla	2328805	Potamilla torelli	2328810	
5958975	Clymenella brasiliensis Mangum, 1966	5958975	Clymenella brasiliensis Mangum, 1966	47	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Maldanidae	6284	Clymenella	5197192	Clymenella brasiliensis	5958975	
5199536	Serpula narconensis Baird, 1864	5199536	Serpula narconensis Baird, 1864	14	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Serpulidae	7086	Serpula	2319170	Serpula narconensis	5199536	
5198176	Eunice tubifex Crossland, 1904	5198176	Eunice tubifex Crossland, 1904	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Eunicidae	2049	Eunice	2315411	Eunice tubifex	5198176	
8177830	Mystides southerni (Banse, 1954)	8177830	Mystides southerni (Banse, 1954)	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Mystides	2312366	Mystides southerni	8177830	
2311394	Sphaerodorum indutum Fauchald, 1974	2311394	Sphaerodorum indutum Fauchald, 1974	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Sphaerodoridae	7080	Sphaerodorum	2310236	Sphaerodorum indutum	2311394	
11114293	Cirratulus knipovichana Saracho-Bottero & Elías, 2019	11114293	Cirratulus knipovichana Saracho-Bottero & Elías, 2019	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Cirratulidae	2874	Cirratulus	2324192	Cirratulus knipovichana	11114293	
2310020	Planicirrata proceraeae (Hartmann-Schröder & Rosenfeldt, 1990)	2310020	Planicirrata proceraeae (Hartmann-Schröder & Rosenfeldt, 1990)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Planicirrata	2310019	Planicirrata proceraeae	2310020	
2317865	Stratiodrilus circensis Steiner & Amaral, 1999	2317865	Stratiodrilus circensis Steiner & Amaral, 1999	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Histriobdellidae	1984	Stratiodrilus	2317852	Stratiodrilus circensis	2317865	
2318648	Cossura soyeri Laubier, 1964	2318648	Cossura soyeri Laubier, 1964	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Cossuridae	2485	Cossura	2318642	Cossura soyeri	2318648	
2313094	Sthenolepis oculata (Hartman, 1942)	2313094	Sthenolepis oculata (Hartman, 1942)	14	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Sigalionidae	7081	Sthenolepis	2313059	Sthenolepis oculata	2313094	
2322261	Marphysa viridis Treadwell, 1917	2322261	Marphysa viridis Treadwell, 1917	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Eunicidae	2049	Marphysa	2322157	Marphysa viridis	2322261	
2322232	Marphysa angelensis Fauchald, 1970	2322232	Marphysa angelensis Fauchald, 1970	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Eunicidae	2049	Marphysa	2322157	Marphysa angelensis	2322232	
2320662	Prionospio ehlersi Fauvel, 1928	2320662	Prionospio ehlersi Fauvel, 1928	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Spionidae	3595	Prionospio	2321411	Prionospio ehlersi	2320662	
9244024	Capitella neoaciculata Silva & Seixas, 2017	9244024	Capitella neoaciculata Silva & Seixas, 2017	27	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Capitellidae	5752	Capitella	2318007	Capitella neoaciculata	9244024	
7570801	Parexogone anseforbansensis Böggemann & Westheide, 2004	7570801	Parexogone anseforbansensis Böggemann & Westheide, 2004	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Parexogone	2310334	Parexogone anseforbansensis	7570801	
2317864	Stratiodrilus robustus Steiner & Amaral, 1999	2317864	Stratiodrilus robustus Steiner & Amaral, 1999	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Histriobdellidae	1984	Stratiodrilus	2317852	Stratiodrilus robustus	2317864	
2321609	Poecilochaetus modestus Rullier, 1965	2321609	Poecilochaetus modestus Rullier, 1965	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Poecilochaetidae	7090	Poecilochaetus	2321584	Poecilochaetus modestus	2321609	
2326212	Octobranchus sexlobatus Hartmann-Schröder & Rosenfeldt, 1989	2326212	Octobranchus sexlobatus Hartmann-Schröder & Rosenfeldt, 1989	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Trichobranchidae	5756	Octobranchus	2326203	Octobranchus sexlobatus	2326212	
2323895	Cirriformia tentaculata (Montagu, 1808)	2323895	Cirriformia tentaculata (Montagu, 1808)	71	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Cirratulidae	2874	Cirriformia	2323839	Cirriformia tentaculata	2323895	
2319615	Lumbriclymene australis Wang & Wu, 1988	2319615	Lumbriclymene australis Wang & Wu, 1988	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Maldanidae	6284	Lumbriclymene	2319610	Lumbriclymene australis	2319615	
2316795	Paralacydonia paradoxa Fauvel, 1913	2316795	Paralacydonia paradoxa Fauvel, 1913	17	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Paralacydoniidae	3586	Paralacydonia	2316792	Paralacydonia paradoxa	2316795	
5194812	Aphrodita longicornis Kinberg, 1856	5194812	Aphrodita longicornis Kinberg, 1856	90	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Aphroditidae	3579	Aphrodita	2311081	Aphrodita longicornis	5194812	
2323638	Kinbergonuphis difficilis (Fauchald, 1982)	2323638	Kinbergonuphis difficilis (Fauchald, 1982)	131	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Onuphidae	2053	Kinbergonuphis	2323591	Kinbergonuphis difficilis	2323638	
2323601	Kinbergonuphis kristiani Leon-Gonzalez, Rivera & Romero, 2004	2323601	Kinbergonuphis kristiani Leon-Gonzalez, Rivera & Romero, 2004	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Onuphidae	2053	Kinbergonuphis	2323591	Kinbergonuphis kristiani	2323601	
7396273	Pholoides sinepapillatus Miranda & Brasil, 2014	7396273	Pholoides sinepapillatus Miranda & Brasil, 2014	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Sigalionidae	7081	Pholoides	2315143	Pholoides sinepapillatus	7396273	
2323599	Kinbergonuphis mixta (Fauchald & Hancock, 1981)	2323599	Kinbergonuphis mixta (Fauchald & Hancock, 1981)	12	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Onuphidae	2053	Kinbergonuphis	2323591	Kinbergonuphis mixta	2323599	
2316004	Rullierinereis auxiliadorae Santos & Lana, 2001	2316004	Rullierinereis auxiliadorae Santos & Lana, 2001	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Nereididae	6972	Rullierinereis	2316001	Rullierinereis auxiliadorae	2316004	
2328781	Euchone analis (Krøyer, 1856)	2328781	Euchone analis (Krøyer, 1856)	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Sabellidae	7084	Euchone	2328748	Euchone analis	2328781	
7741207	Travisia palmeri Maciolek & Blake, 2006	7741207	Travisia palmeri Maciolek & Blake, 2006	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Travisiidae	8581307	Travisia	2320402	Travisia palmeri	7741207	
2309287	Lamelleulepethus orensanzi Pettibone, 1986	2309287	Lamelleulepethus orensanzi Pettibone, 1986	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Eulepethidae	6968	Lamelleulepethus	2309285	Lamelleulepethus orensanzi	2309287	
2323533	Diopatra longicornis Kinberg, 1865	2323533	Diopatra longicornis Kinberg, 1865	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Onuphidae	2053	Diopatra	2323696	Diopatra longicornis	2323533	
2323090	Lumbrineris cruzensis Hartman, 1944	2323090	Lumbrineris cruzensis Hartman, 1944	11	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Lumbrineridae	2051	Lumbrineris	2322907	Lumbrineris cruzensis	2323090	
2319987	Scolaricia dubia (Day, 1955)	2319987	Scolaricia dubia (Day, 1955)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Orbiniidae	1980	Scolaricia	2319986	Scolaricia dubia	2319987	
2322219	Marphysa sebastiana Steiner & Amaral, 2000	2322219	Marphysa sebastiana Steiner & Amaral, 2000	49	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Eunicidae	2049	Marphysa	2322157	Marphysa sebastiana	2322219	
2312287	Eulalia picta Kinberg, 1866	2312287	Eulalia picta Kinberg, 1866	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Eulalia	2312057	Eulalia picta	2312287	
2322809	Ninoe oculata Kinberg, 1865	2322809	Ninoe oculata Kinberg, 1865	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Lumbrineridae	2051	Ninoe	2322781	Ninoe oculata	2322809	
2309295	Grubeulepis Pettibone, 1969	2309295	Grubeulepis Pettibone, 1969	6	GENUS	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Eulepethidae	6968	Grubeulepis	2309295			
5195136	Eteone pacifica Hartman, 1936	5195136	Eteone pacifica Hartman, 1936	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Eteone	2311842	Eteone pacifica	5195136	
5197527	Ophelina abranchiata Støp-Bowitz, 1948	5197527	Ophelina abranchiata Støp-Bowitz, 1948	22	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Opheliidae	1981	Ophelina	5197507	Ophelina abranchiata	5197527	
5194973	Phyllodoce longipes Kinberg, 1866	5194973	Phyllodoce longipes Kinberg, 1866	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Phyllodoce	8132035	Phyllodoce longipes	5194973	
7581902	Zatsepinia antarctica Schüller & Jirkov, 2013	7581902	Zatsepinia antarctica Schüller & Jirkov, 2013	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Ampharetidae	7093	Zatsepinia	2325821	Zatsepinia antarctica	7581902	
8456293	Euchoneira knoxi Licciano, Giangrande & Gambi, 2009	8456293	Euchoneira knoxi Licciano, Giangrande & Gambi, 2009	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Sabellida	1080	Sabellidae	7084	Euchoneira	8618805	Euchoneira knoxi	8456293	
10828653	Sabidius antennatus Ranauro, Barroso, Paiva & Nogueira, 2020	10828653	Sabidius antennatus Ranauro, Barroso, Paiva & Nogueira, 2020	56	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Paraonidae	6282	Sabidius	4288942	Sabidius antennatus	10828653	
4308337	Aglaophamus paramalmgreni Hartmann-Schröder & Rosenfeldt, 1992	4308337	Aglaophamus paramalmgreni Hartmann-Schröder & Rosenfeldt, 1992	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Nephtyidae	2316797	Aglaophamus	2316799	Aglaophamus paramalmgreni	4308337	
2311432	Clavodorum antarcticum Hartmann-Schröder & Rosenfeldt, 1990	2311432	Clavodorum antarcticum Hartmann-Schröder & Rosenfeldt, 1990	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Sphaerodoridae	7080	Clavodorum	2311425	Clavodorum antarcticum	2311432	
5198007	Notocirrus lorum Ehlers, 1897	5198007	Notocirrus lorum Ehlers, 1897	22	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Oenonidae	2052	Notocirrus	2321790	Notocirrus lorum	5198007	
2313660	Harmothoe macginitiei Pettibone, 1955	2313660	Harmothoe macginitiei Pettibone, 1955	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Polynoidae	7078	Harmothoe	2315129	Harmothoe macginitiei	2313660	
7571293	Protodrilus pythonius Di Domenico, Martínez, Lana & Worsaae, 2013	7571293	Protodrilus pythonius Di Domenico, Martínez, Lana & Worsaae, 2013	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Protodrilidae	1977	Protodrilus	7836639	Protodrilus pythonius	7571293	
2313257	Rhynchonereella gracilis Costa, 1864	2313257	Rhynchonereella gracilis Costa, 1864	7	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Rhynchonereella	2313255	Rhynchonereella gracilis	2313257	
5197873	Spio pettiboneae Foster, 1971	5197873	Spio pettiboneae Foster, 1971	15	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Spionidae	3595	Spio	2315403	Spio pettiboneae	5197873	
2317552	Hermodice carunculata (Pallas, 1766)	2317552	Hermodice carunculata (Pallas, 1766)	30	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Amphinomida	864	Amphinomidae	5771	Hermodice	2317548	Hermodice carunculata	2317552	
2315249	Gymnonereis sibogae (Horst, 1918)	2315249	Gymnonereis sibogae (Horst, 1918)	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Nereididae	6972	Gymnonereis	2315248	Gymnonereis sibogae	2315249	
2323985	Chaetozone curvata Hartmann-Schröder, 1965	2323985	Chaetozone curvata Hartmann-Schröder, 1965	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Cirratulidae	2874	Chaetozone	2323969	Chaetozone curvata	2323985	
2321055	Spiophanes berkeleyorum Pettibone, 1962	2321055	Spiophanes berkeleyorum Pettibone, 1962	16	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Spionidae	3595	Spiophanes	2321051	Spiophanes berkeleyorum	2321055	
2309612	Odontosyllis polycera (Schmarda, 1861)	2309612	Odontosyllis polycera (Schmarda, 1861)	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Odontosyllis	2309596	Odontosyllis polycera	2309612	
2315942	Platynereis australis (Schmarda, 1861)	2315942	Platynereis australis (Schmarda, 1861)	17	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Nereididae	6972	Platynereis	2315898	Platynereis australis	2315942	
2315017	Eunoe opalina McIntosh, 1885	2315017	Eunoe opalina McIntosh, 1885	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Polynoidae	7078	Eunoe	4811430	Eunoe opalina	2315017	
8390293	Megasyllis procera (Hartman, 1965)	8390293	Megasyllis procera (Hartman, 1965)	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Megasyllis	4811690	Megasyllis procera	8390293	
2318015	Capitella capitata (Fabricius, 1780)	2318015	Capitella capitata (Fabricius, 1780)	518	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Capitellidae	5752	Capitella	2318007	Capitella capitata	2318015	
2310202	Opisthosyllis viridis Langerhans, 1879	2310202	Opisthosyllis viridis Langerhans, 1879	11	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Syllidae	3588	Opisthosyllis	2310198	Opisthosyllis viridis	2310202	
5197090	Heteromastus filiformis (Claparède, 1864)	5197090	Heteromastus filiformis (Claparède, 1864)	169	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256			Capitellidae	5752	Heteromastus	7236626	Heteromastus filiformis	5197090	
2321997	Pettiboneia hartmanae Orensanz, 1990	2321997	Pettiboneia hartmanae Orensanz, 1990	8	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Dorvilleidae	5773	Pettiboneia	8175903	Pettiboneia hartmanae	2321997	
10563314	Paranaitis cordiformata Oliveira, Eibye-Jacobsen & Lana, 2018	10563314	Paranaitis cordiformata Oliveira, Eibye-Jacobsen & Lana, 2018	7	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Phyllodocida	1079	Phyllodocidae	6973	Paranaitis	2311963	Paranaitis cordiformata	10563314	
5197975	Arabella iricolor (Montagu, 1804)	5197975	Arabella iricolor (Montagu, 1804)	24	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256	Eunicida	865	Oenonidae	2052	Arabella	2321744	Arabella iricolor	5197975	
